Property Name,Portfolio Manager ID,Property Type - Self-Selected,Gross Floor Area
Kennedy Pumping Station,35000827,Drinking Water Treatment & Distribution,5360
John Street Pumping Station,35000824,Drinking Water Treatment & Distribution,112773
Keele Pumping Station,35000825,Drinking Water Treatment & Distribution,2745
Old Mill Sewage Pumping Station,35000806,Other - Public Services,1
Riverwood Sewage Pumping Station,35000807,Other - Public Services,1
Lower Riverwood Landfill,35000804,Other - Public Services,1
MacLean Detention Tank,35000805,Other - Public Services,7
Glendale Shaft,35000802,Other - Public Services,1
High Park Sewage Pumping Station,35000803,Other - Public Services,1
Dufferin Reservoir,35000800,Other - Public Services,635
Edenbridge Sewage Blower,35000801,Other - Public Services,1
Stormwater Storage Tank,35000814,Other - Public Services,1
Whitlam Tank,35000815,Other - Public Services,1
Spadina St Clair Reservoir,35000812,Other - Public Services,678
Steelcase Rd,35000813,Other - Public Services,1
Service Chambers,35000810,Other - Public Services,48
Sewer System Chamber,35000811,Other - Public Services,1
Rosehill Reservoir,35000808,Other - Public Services,2023
Rouge Water Tank & Valve House,35000809,Other - Public Services,2142
#43 Police Division,59463393,Police Station,55444
FIRE STATION 331,59463292,Fire Station,10979
Clarence Park Encampment Trailer,35490439,Other,1
229 Richmond St. W,34999094,Office,1
2340 Dundas St W (Crossways),34999095,Office,1
2118 Danforth Ave - Ward 19 Office,34999092,Office,1
2141 Kipling Ave - Ward 1 Office,34999093,Office,1
18 Dyas Rd.,34999090,Office,73927
2 Civic Centre Court,34999091,Office,46145
175 Memorial Park Ave,34999089,Office,6394
Archives and Records Centre,34999102,Office,39590
Atlantic Ave Storage Bldg,34999103,Office,43002
53 Strachan Ave,34999100,Office,49213
51 Lisgar,34999099,Office,10053
275 Merton St,34999096,Office,66747
2800 Keele,34999097,Office,1
Old City Hall,34999126,Office,350494
Property Dept Workshop,34999127,Office,39170
North York Civic Centre,34999124,Office,303518
North York District Office,34999125,Office,11501
High Park Office,34999122,Office,2228
Metro Hall,34999123,Office,787186
Golden Mile Employment & Social Services,34999120,Office,45000
Health Office - Jane Street Clinic,34999121,Office,2540
The Queensway Employment & Social Services,34999134,Office,22497
Toronto Island Service Office,34999135,Office,20968
South District Office & Workshop,34999132,Office,13487
St Lawrence Hall,34999133,Office,55413
Scarborough Civic Centre,34999130,Office,372868
Scarborough Village Employment & Social Services,34999131,Office,1
Public Health HQ,34999128,Office,111385
Rexdale Community Hub,34999129,Office,96369
City Hall Ancillary Office Building,34999110,Office,14768
Dufferin Employment & Social Services,34999111,Office,27894
City Clerk's Office (2 Hobson Ave),34999108,Office,34843
City Hall,34999109,Office,780061
Bridlewood Employment & Social Services,34999106,Office,34399
Chaplin Crescent Storage,34999107,Office,18299
Attwell Employment & Social Services,34999104,Office,20279
Beaches Employment & Social Services,34999105,Office,25327
Forestry W District Office,34999118,Office,8999
Former Hydro Building,34999119,Office,22497
Election Services Building,34999116,Office,55004
Etobicoke Civic Centre,34999117,Office,154925
East York Civic Centre,34999114,Office,67544
Eastville Training Centre,34999115,Office,19849
Dyas Road Archive Bldg,34999112,Office,28589
East Court & Municipal Services,34999113,Office,120104
TPS Station #33,34999158,Other - Public Services,3132
TPS Station #34,34999159,Other - Public Services,13939
TPS Station #31,34999156,Other - Public Services,2831
TPS Station #32,34999157,Other - Public Services,3218
TPS Station #28,34999154,Other - Public Services,1905
TPS Station #30/District 3 Office,34999155,Other - Public Services,16380
TPS Station #22,34999152,Other - Public Services,2583
TPS Station #24,34999153,Other - Public Services,2659
TPS Station #44,34999166,Other - Public Services,2799
TPS Station #45,34999167,Other - Public Services,11496
TPS Station #41,34999164,Other - Public Services,4970
TPS Station #42/District 4 Office,34999165,Other - Public Services,6997
TPS Station #39,34999162,Other - Public Services,1927
TPS Station #40,34999163,Other - Public Services,12798
TPS Station #37,34999160,Other - Public Services,4413
TPS Station #38,34999161,Other - Public Services,5102
Ambulance Headquarters/TPS Station #53,34999142,Other - Public Services,143494
Community Paramedicine/Post 17,34999143,Other - Public Services,13153
York Civic Center,34999140,Office,72915
York Humber Employment & Social Services,34999141,Office,32980
TPS Station #43/Amelie House,34999138,Office,9365
Wellesley Place Employment & Social Services,34999139,Office,52108
Toronto Water Centre,34999136,Office,64831
Toronto Water Operations Building,34999137,Office,16952
TPS Station #18,34999150,Other - Public Services,4930
TPS Station #20/District 2 Office,34999151,Other - Public Services,7782
TPS Station #13,34999148,Other - Public Services,2756
TPS Station #14,34999149,Other - Public Services,4252
TPS Station #11,34999146,Other - Public Services,3574
TPS Station #12,34999147,Other - Public Services,1938
TPS Multi-Function Station #1,34999144,Other - Public Services,29503
TPS Station #10,34999145,Other - Public Services,5005
Ancaster Community Centre,34999190,Community Center and Social Meeting Hall,7513
Armour Heights Community Centre,34999191,Community Center and Social Meeting Hall,19773
St Clair Comm Tower,34999188,Other - Public Services,1
Amesbury Community Centre,34999189,Community Center and Social Meeting Hall,37975
Roselawn Comm Tower,34999187,Other - Public Services,1
Thomas Berry Early Learning & Child Care Centre,34999184,Pre-school/Daycare,9117
Willowridge Early Learning & Child Care Centre,34999185,Pre-school/Daycare,4844
Cedarbrook Community Centre,34999198,Community Center and Social Meeting Hall,14951
Church Isabella Resident Coop,34999199,Community Center and Social Meeting Hall,19106
Burrows Hall Community Centre,34999196,Community Center and Social Meeting Hall,43185
Carmine Stefano Community Centre,34999197,Community Center and Social Meeting Hall,57867
Berner Trail Community Centre,34999194,Community Center and Social Meeting Hall,10204
Birkdale Community Centre,34999195,Community Center and Social Meeting Hall,11733
Banbury Community Centre,34999192,Community Center and Social Meeting Hall,9537
Bennington Heights Park,34999193,Community Center and Social Meeting Hall,1432
West Animal Centre,34999174,Other - Public Services,6588
Albion Road Early Learning & Child Care Centre,34999175,Pre-school/Daycare,5543
East Animal Centre,34999172,Other - Public Services,12831
North Animal Centre,34999173,Other - Public Services,13218
TPS Station #54,34999170,Other - Public Services,5790
TPS Station #9,34999171,Other - Public Services,1658
TPS Station #46,34999168,Other - Public Services,1572
TPS Station #47,34999169,Other - Public Services,1787
Mount Dennis Early Learning & Child Care Centre,34999182,Pre-school/Daycare,7350
Regent Park Early Learning & Child Care Centre,34999183,Pre-school/Daycare,15963
Kingston Rd Early Learning & Child Care Centre,34999180,Pre-school/Daycare,5500
Malvern Early Learning & Child Care Centre,34999181,Pre-school/Daycare,6501
Danforth Early Learning & Child Care Centre,34999178,Pre-school/Daycare,6351
Jesse Ketchum Early Learning & Child Care Centre,34999179,Pre-school/Daycare,11550
Ancaster Early Learning & Child Care Centre,34999176,Pre-school/Daycare,7018
City Kids Early Learning & Child Care Centre,34999177,Pre-school/Daycare,8460
High Park Nature Centre,34999222,Community Center and Social Meeting Hall,2465
High Park Training Centre,34999223,Community Center and Social Meeting Hall,2874
Harwood Hall,34999220,Community Center and Social Meeting Hall,4306
High Park Forest School,34999221,Community Center and Social Meeting Hall,9181
Forest Hill Community Centre,34999218,Community Center and Social Meeting Hall,32841
Franklin Horner Community Centre,34999219,Community Center and Social Meeting Hall,39500
Falstaff Community Centre,34999216,Community Center and Social Meeting Hall,13853
Flemingdon Community Centre,34999217,Community Center and Social Meeting Hall,10000
Lawrence Heights Community Centre,34999230,Community Center and Social Meeting Hall,22152
Malvern Recreation Centre,34999231,Community Center and Social Meeting Hall,106466
L'Amoreaux Community Recreation Centre,34999228,Community Center and Social Meeting Hall,25995
Lamp Community Health Centre,34999229,Community Center and Social Meeting Hall,26318
Jenner Jean-Marie Community Centre,34999226,Community Center and Social Meeting Hall,13207
June Rowlands Park,34999227,Community Center and Social Meeting Hall,2777
Horner Avenue Seniors Centre,34999224,Community Center and Social Meeting Hall,4252
Islington Seniors Centre,34999225,Community Center and Social Meeting Hall,9967
Earl Bales Community Centre,34999206,Community Center and Social Meeting Hall,21657
East Scarborough Boys/Girls Club,34999207,Community Center and Social Meeting Hall,13972
Driftwood Community Recreation Centre,34999205,Community Center and Social Meeting Hall,25015
David Appleton Community Centre,34999202,Community Center and Social Meeting Hall,2906
Domenico Di Luca Community Recreation Centre,34999203,Community Center and Social Meeting Hall,12895
Curran Hall Community Centre,34999200,Community Center and Social Meeting Hall,2508
Davenport 1347,34999201,Community Center and Social Meeting Hall,2282
Fairbank Memorial Community Centre,34999214,Community Center and Social Meeting Hall,19364
Fairfield Senior Centre,34999215,Community Center and Social Meeting Hall,14316
Ellesmere Community Centre,34999212,Community Center and Social Meeting Hall,24402
Elmbank Community Centre,34999213,Community Center and Social Meeting Hall,14725
Edgehill House,34999210,Community Center and Social Meeting Hall,4844
Edithvale Community Centre,34999211,Community Center and Social Meeting Hall,24725
Eastview Neighbourhood C.C.,34999208,Community Center and Social Meeting Hall,25510
Edgehill Centre,34999209,Community Center and Social Meeting Hall,4133
Sir Adam Beck C.C.,34999254,Community Center and Social Meeting Hall,7341
Stan Wadlow Clubhouse,34999255,Community Center and Social Meeting Hall,10323
Scott Westney House,34999252,Community Center and Social Meeting Hall,3046
Seneca Village Community Centre,34999253,Community Center and Social Meeting Hall,9408
Regent Park Community Centre,34999250,Community Center and Social Meeting Hall,55004
S.H. Armstrong Community Centre,34999251,Community Center and Social Meeting Hall,18277
Power House Recreation Centre,34999248,Community Center and Social Meeting Hall,5737
Regent Park,34999249,Community Center and Social Meeting Hall,6168
Waterfront Neighbourhood Centre,34999262,Community Center and Social Meeting Hall,123214
Wellesley Community Centre,34999263,Community Center and Social Meeting Hall,41904
Warden Hilltop Community Centre,34999260,Community Center and Social Meeting Hall,25995
Wards Island Buildings,34999261,Community Center and Social Meeting Hall,2
Thistletown Community Centre,34999258,Community Center and Social Meeting Hall,44810
Trace Manes Park Clubhouse,34999259,Community Center and Social Meeting Hall,6329
Sunshine Center for Seniors,34999256,Community Center and Social Meeting Hall,2250
Tall Pines Community Centre,34999257,Community Center and Social Meeting Hall,5188
Niagara C.C,34999238,Community Center and Social Meeting Hall,5296
North York Memorial Hall,34999239,Community Center and Social Meeting Hall,10473
Mount Dennis Community Centre,34999236,Community Center and Social Meeting Hall,3003
New Toronto Seniors Club,34999237,Community Center and Social Meeting Hall,3025
Masaryk-Cowan Community Recreation Centre,34999234,Community Center and Social Meeting Hall,32270
Milliken Park Recreation Centre,34999235,Community Center and Social Meeting Hall,17631
Maple Leaf Cottage,34999232,Community Center and Social Meeting Hall,2842
Markdale Preschool,34999233,Community Center and Social Meeting Hall,1829
Pelmo Park,34999246,Community Center and Social Meeting Hall,2573
Port Union Community Recreation Centre,34999247,Community Center and Social Meeting Hall,19978
Oakridge Seniors Bocce Club,34999244,Community Center and Social Meeting Hall,4004
Ourland Community Centre,34999245,Community Center and Social Meeting Hall,9451
Oakdale Community Centre,34999242,Community Center and Social Meeting Hall,10000
Oakridge Community Centre,34999243,Community Center and Social Meeting Hall,18600
Northwood Community Centre,34999240,Community Center and Social Meeting Hall,36167
O'Connor Community Centre,34999241,Community Center and Social Meeting Hall,16254
St Lawrence Market South,34999286,Other - Entertainment/Public Assembly,99114
Temp - St Lawrence Market North,34999287,Other - Entertainment/Public Assembly,11711
Spadina House Museum,34999284,Other - Entertainment/Public Assembly,27588
Spadina Marina Museum,34999285,Other - Entertainment/Public Assembly,17922
Riverdale Farm,34999282,Other - Entertainment/Public Assembly,23713
Roundhouse Complex,34999283,Other - Entertainment/Public Assembly,94001
Montgomery's Inn,34999280,Other - Entertainment/Public Assembly,7642
Neilson Park Creative Centre,34999281,Other - Entertainment/Public Assembly,12346
0 Lake Shore Blvd W,34999294,Other - Public Services,431
City Hall Eternal Flame,34999295,Other - Public Services,1
Zion School House,34999293,Other - Entertainment/Public Assembly,1582
Toronto Botanical Gardens,34999290,Other - Entertainment/Public Assembly,36953
William Goodwin House,34999291,Other - Entertainment/Public Assembly,1744
Time and Clock Monument,34999288,Other - Entertainment/Public Assembly,1
Todmorden Mills,34999289,Other - Entertainment/Public Assembly,17707
Colborne Lodge,34999270,Other - Entertainment/Public Assembly,7050
Dawes Crossing,34999271,Other - Entertainment/Public Assembly,1
Campbell House,34999268,Other - Entertainment/Public Assembly,3595
Cedar Ridge Creative Centre,34999269,Other - Entertainment/Public Assembly,13110
West Scarborough N.C,34999266,Community Center and Social Meeting Hall,25198
Willowdale Lawn Bowling Club,34999267,Community Center and Social Meeting Hall,2293
West Rouge Community Centre,34999265,Community Center and Social Meeting Hall,24402
Lakeshore Assembly Hall,34999278,Other - Entertainment/Public Assembly,14596
Mackenzie House Museum,34999279,Other - Entertainment/Public Assembly,2573
Gzowski Monument,34999276,Other - Entertainment/Public Assembly,1
Historic Fort York,34999277,Other - Entertainment/Public Assembly,22819
Fort York Visitor Centre,34999274,Other - Entertainment/Public Assembly,123946
Gibson House Museum,34999275,Other - Entertainment/Public Assembly,8364
Edenbridge Centre,34999272,Other - Entertainment/Public Assembly,5013
Edwards Gardens,34999273,Other - Entertainment/Public Assembly,10021
One Yonge Community Centre,37103860,Other - Recreation,51000
St. Lawrence Market North [NEW],60569792,Mixed Use Property,21203
Ethennonnhawahstihnen’ CRC & Library,37103960,Other - Recreation,218400
Kew Gardens Outdoor Rink,34999830,Other - Public Services,196
Kew Gardens Park,34999831,Other - Public Services,197
Kenaston Gardens,34999828,Other - Public Services,195
Kenaston Park,34999829,Other - Public Services,1
Keelesdale Park,34999826,Other - Public Services,198
Kempton Howard Park,34999827,Other - Public Services,1
June Callwood Park,34999824,Other - Public Services,193
Keele C.C,34999825,Other - Public Services,194
Knob Hill Public School,34999838,Other - Public Services,199
L'Amoreaux Sports Centre,34999839,Other - Public Services,205
Kirkwood Park,34999836,Other - Public Services,202
Kiwanis Outdoor Pool,34999837,Other - Public Services,201
Kinsdale Park,34999834,Other - Public Services,1
Kirkdene Park,34999835,Other - Public Services,1
Kilgour Parkette,34999832,Other - Public Services,1
Kings Mill Park,34999833,Other - Public Services,1
James Gardens,34999814,Other - Public Services,189
Jean Augustine Park,34999815,Other - Public Services,1
Jack Layton Ferry Terminal,34999812,Other - Public Services,231
James Canning Gardens,34999813,Other - Public Services,1
Jack Evelyn Wiggins Park,34999810,Other - Public Services,1
Jack Goodlad Park,34999811,Other - Public Services,190
Iroquois Park,34999808,Other - Public Services,186
Ivan Forrest Gardens,34999809,Other - Public Services,185
Joseph Sheard Parkette,34999822,Other - Public Services,192
Joseph Tough Park,34999823,Other - Public Services,1
Jonathan Ashbridge Park,34999820,Other - Public Services,947
Joseph Bannon Park,34999821,Other - Public Services,1
Jimmie Simpson Park,34999818,Other - Public Services,1
John Tabor Park,34999819,Other - Public Services,191
Jean Sibelius Square,34999816,Other - Public Services,53
Jeff Healey Park,34999817,Other - Public Services,1
Long Branch Park,34999862,Other - Public Services,1
Lora Hill Park,34999863,Other - Public Services,1
Logan Ave Parkette,34999861,Other - Public Services,215
Lithuania Park,34999858,Other - Public Services,212
Little Norway Park,34999859,Other - Public Services,214
Lillian Park,34999856,Other - Public Services,213
Lisgar Park,34999857,Other - Public Services,211
Maple Leaf Park,34999870,Other - Public Services,224
Margaret Fairley Park,34999871,Other - Public Services,1
Malta Park,34999868,Other - Public Services,223
Manchester Park,34999869,Other - Public Services,1
Maberley Parkette,34999866,Other - Public Services,1
MacGregor Playground,34999867,Other - Public Services,233
Love Crescent Parkette,34999864,Other - Public Services,1
Lytton Park,34999865,Other - Public Services,222
Lanyard Park,34999846,Other - Public Services,221
Larry Sefton Park,34999847,Other - Public Services,1
Lambton Kingsway Pool/Rink,34999844,Other - Public Services,207
Langford Parkette,34999845,Other - Public Services,209
Laburnham Park,34999842,Other - Public Services,1
Lake Front Boathouse,34999843,Other - Public Services,208
L'Amoreux Fieldhouse,34999840,Other - Public Services,203
La Rose Park,34999841,Other - Public Services,204
Leslie Grove Park,34999854,Other - Public Services,210
Liberty Village Park,34999855,Other - Public Services,1
Lee Lifeson Art Park,34999852,Other - Public Services,1
Leonard Linton Park,34999853,Other - Public Services,1
Leaside Lawn Bowling Club,34999850,Other - Public Services,218
Leaside Park Pool,34999851,Other - Public Services,219
Lawren Harris Park,34999848,Other - Public Services,184
Lawren Harris Square,34999849,Other - Public Services,206
Monarch Park,34999894,Other - Public Services,239
Monarch Park Pool,34999895,Other - Public Services,242
Mimico Memorial Park,34999892,Other - Public Services,1
Moatfield Farm Park,34999893,Other - Public Services,230
Millwood Park,34999890,Other - Public Services,235
Milner Parkette,34999891,Other - Public Services,1
Metro Square Eternal Flame,34999888,Other - Public Services,243
Michael Power Park,34999889,Other - Public Services,1
Muirhead Park,34999902,Other - Public Services,246
Murison Park,34999903,Other - Public Services,15
Morse St Playground,34999900,Other - Public Services,245
Mt Pleasant Parkette,34999901,Other - Public Services,241
Moorevale Park,34999898,Other - Public Services,240
Morningside Park,34999899,Other - Public Services,244
Moncur Park,34999896,Other - Public Services,258
Montclair Ave Parkette,34999897,Other - Public Services,1
Maryland Park Tennis Clubhouse,34999878,Other - Public Services,1
Maryvale Park,34999879,Other - Public Services,226
Martin Grove House / Bungalow,34999876,Other - Public Services,232
Martingrove Gardens Park,34999877,Other - Public Services,1
Marie Curtis Park,34999874,Other - Public Services,228
Maria Street Parkette,34999872,Other - Public Services,1
Marian Engel Park,34999873,Other - Public Services,1
Memorial Park,34999886,Other - Public Services,238
Metered Park Lighting,34999887,Other - Public Services,1
McNicoll Park,34999884,Other - Public Services,227
Mel Lastman Square,34999885,Other - Public Services,237
McCleary Park,34999882,Other - Public Services,229
McCowan District Park,34999883,Other - Public Services,1
Matty Eckler Playground,34999880,Other - Public Services,261
McAllister Park,34999881,Other - Public Services,1
Osler Walkway,34999926,Other - Public Services,1
Otter Creek Centre,34999927,Other - Public Services,254
Oriole Park,34999924,Other - Public Services,259
Osler Playground,34999925,Other - Public Services,260
Olympic Island Buildings,34999922,Other - Public Services,255
Orchard Park,34999923,Other - Public Services,1
Old Orchard Park,34999920,Other - Public Services,1
Olive Square Park,34999921,Other - Public Services,1
Perth Avenue Parkette,34999934,Other - Public Services,1
Perth Square Park,34999935,Other - Public Services,266
Parks Various Locations,34999932,Other - Public Services,1
Parkway Forest Park,34999933,Other - Public Services,132
Pantry Park,34999930,Other - Public Services,274
Parklawn Pool/Rink,34999931,Other - Public Services,263
Ourland Pool (outdoor),34999928,Other - Public Services,257
Page Parkette,34999929,Other - Public Services,1
North Humber Park,34999910,Other - Public Services,1
North Toronto Lawn Bowling & Croquet Club,34999911,Other - Public Services,217
North Bendale Park,34999908,Other - Public Services,1
North Bridlewood Park,34999909,Other - Public Services,1
Nightstar Park,34999906,Other - Public Services,1
Norman Jewison Park,34999907,Other - Public Services,1
Nathan Phillips Square,34999904,Other - Public Services,62
Neilson House,34999905,Other - Public Services,249
Oakridge Park,34999918,Other - Public Services,1
Oates Park,34999919,Other - Public Services,253
Oakcrest Parkette,34999916,Other - Public Services,256
Oakdale VIllage Park,34999917,Other - Public Services,252
Northwood Park,34999914,Other - Public Services,251
Norwood Park,34999915,Other - Public Services,248
Northcliffe Parkette,34999912,Other - Public Services,1
Northern Linear Park,34999913,Other - Public Services,1
Regent Park South Rink,34999958,Other - Public Services,294
Rennie Park,34999959,Other - Public Services,283
Redpath Avenue Parkette,34999956,Other - Public Services,1
Regan Park,34999957,Other - Public Services,282
Reading Sprouts Garden,34999954,Other - Public Services,1
Rean Park,34999955,Other - Public Services,1
Randy Padmore Park,34999952,Other - Public Services,77
Ravina Gardens,34999953,Other - Public Services,301
Riverdale Park West,34999966,Other - Public Services,303
Robertson Parkette,34999967,Other - Public Services,1
Rivercrest Rink,34999964,Other - Public Services,1
Riverdale Park East,34999965,Other - Public Services,302
Richview Park,34999962,Other - Public Services,1
Ridge Park,34999963,Other - Public Services,1
Rexlington Park,34999960,Other - Public Services,1
Richmond Gardens Pool (outdoor),34999961,Other - Public Services,284
Port Union Village Common Park,34999942,Other - Public Services,7
Prairie Drive Park,34999943,Other - Public Services,265
Polson Street Park,34999940,Other - Public Services,278
Poplar Plains Parkette,34999941,Other - Public Services,272
Pine Point Pool,34999938,Other - Public Services,268
Playter Gardens,34999939,Other - Public Services,1
Phin Ave Parkette,34999936,Other - Public Services,267
Pine Point Park,34999937,Other - Public Services,8
R.V. Burgess Park,34999950,Other - Public Services,1
Ramsden Park,34999951,Other - Public Services,287
Queen's Park,34999948,Other - Public Services,1
Queensway Park,34999949,Other - Public Services,280
Prince Of Wales Park,34999946,Other - Public Services,277
Princess Park,34999947,Other - Public Services,276
Prescott Parkette,34999944,Other - Public Services,1
Pricefield Road Playground,34999945,Other - Public Services,1
Sentinel Park Baseball,34999990,Other - Public Services,313
Serena Gundy Park,34999991,Other - Public Services,1
Seasons Park,34999988,Other - Public Services,1
Seneca Hill Park,34999989,Other - Public Services,312
Scarborough Village Park Fieldhouse,34999986,Other - Public Services,330
Scarlett Woods Golf Course,34999987,Other - Public Services,333
Sackville Playground,34999984,Other - Public Services,1
Sadra Park,34999985,Other - Public Services,305
Sir Adam Beck Park,34999998,Other - Public Services,1
Sir Adam Beck Rink,34999999,Other - Public Services,317
Sherwood Park,34999996,Other - Public Services,316
Silvio Colella Park,34999997,Other - Public Services,216
Shawn Blu Rose Park,34999994,Other - Public Services,1
Sherbourne Common Park,34999995,Other - Public Services,1
Sergeant Ryan Russell Parkette,34999992,Other - Public Services,1
Seven Oaks Park,34999993,Other - Public Services,321
Rotary Peace Park Pool (outdoor),34999974,Other - Public Services,299
Rouge Beach Park,34999975,Other - Public Services,281
Rosetta Mcclain Gardens,34999972,Other - Public Services,288
Rotary Peace Park,34999973,Other - Public Services,1
Roseneath Park,34999970,Other - Public Services,1
Rosethorn Park,34999971,Other - Public Services,1
Rose Garden Park,34999968,Other - Public Services,290
Rosedale Park,34999969,Other - Public Services,297
Rustic Park,34999982,Other - Public Services,1
Ryerson Community Park,34999983,Other - Public Services,296
Ruddington Park,34999980,Other - Public Services,300
Runnymede Park,34999981,Other - Public Services,289
Royalcrest Rink,34999978,Other - Public Services,291
Roywood Park R.C. Clubhouse,34999979,Other - Public Services,292
Rowntree Mills Park,34999977,Other - Public Services,298
Strathburn Park,35000022,Other - Public Services,1
Sugar Beach Park,35000023,Other - Public Services,327
Steeles Ave and Track & Field Rd,35000020,Other - Public Services,1
Stephenson Park,35000021,Other - Public Services,1
Stanley Park South,35000018,Other - Public Services,1
Starry Park,35000019,Other - Public Services,1
Stanley Greene Park,35000016,Other - Public Services,1
Stanley Park North,35000017,Other - Public Services,326
Suydam Park,35000030,Other - Public Services,311
Sweeney Park,35000031,Other - Public Services,332
Sunnyside Park,35000028,Other - Public Services,320
Superior Park,35000029,Other - Public Services,1
Sunnybrook Stable,35000026,Other - Public Services,271
Sunnydale Acres Park,35000027,Other - Public Services,329
Summerlea Park,35000024,Other - Public Services,328
Sunnybrook Park,35000025,Other - Public Services,308
Southern Linear Park,35000006,Other - Public Services,1
Spadina Road Park,35000007,Other - Public Services,323
Smythe Park,35000004,Other - Public Services,319
Sorauren Avenue Park Fieldhouse,35000005,Other - Public Services,1
Six Points Park,35000002,Other - Public Services,1
Smithfield Park Outdoor Pool,35000003,Other - Public Services,314
Sir Winston Churchill Park,35000000,Other - Public Services,331
Sisken Trail Park,35000001,Other - Public Services,1
St. Alban's Square,35000014,Other - Public Services,1
Stan Wadlow Park,35000015,Other - Public Services,1
St James Park,35000012,Other - Public Services,1
St Jamestown West Park,35000013,Other - Public Services,318
St Clements-Yonge Parkette,35000010,Other - Public Services,1
Spenvalley Park,35000008,Other - Public Services,1
St Andrew's Playground,35000009,Other - Public Services,307
Tubs & Gee Gage Rugby Field,35000054,Other - Public Services,1
Ukranian Canadian Memorial Park,35000055,Other - Public Services,1
Trinity Square,35000052,Other - Public Services,349
Trumpeter Park,35000053,Other - Public Services,1
Trinity Bellwoods Park,35000050,Other - Public Services,338
Trinity Bellwoods Park Outdoor Rink,35000051,Other - Public Services,337
Tournament Park,35000048,Other - Public Services,341
Town Hall Square,35000049,Other - Public Services,1
Vermont Square Park,35000062,Other - Public Services,1
Victoria Memorial Square Park,35000063,Other - Public Services,1
Upper Junction Park,35000060,Other - Public Services,1
Valleyfield Outdoor Rink,35000061,Other - Public Services,353
Unmetered Park Lighting,35000058,Other - Public Services,1
Unwin Nursery,35000059,Other - Public Services,1
Underpass Park,35000056,Other - Public Services,352
University Avenue Islands,35000057,Other - Public Services,351
Thomas Riley Park,35000038,Other - Public Services,346
Thomson Memorial Park,35000039,Other - Public Services,348
Taylor Creek Park,35000036,Other - Public Services,339
The Mission Ground,35000037,Other - Public Services,342
Taddle Creek Park,35000034,Other - Public Services,335
Tam O'shanter Golf Course,35000035,Other - Public Services,343
Syd Cole Park,35000032,Other - Public Services,1
Symington Avenue Playground,35000033,Other - Public Services,1
Toronto Sculpture Gardens,35000046,Other - Public Services,200
Totts Tot Lot,35000047,Other - Public Services,345
Topham Park Clubhouse,35000044,Other - Public Services,344
Toronto Island Filtration Plant,35000045,Other - Public Services,340
Tommy Thompson Park,35000042,Other - Public Services,1125
Topham Park,35000043,Other - Public Services,1
Three Valleys Park,35000040,Other - Public Services,350
TO Ward's Island,35000041,Other - Public Services,1
Westmount Outdoor Pool,35000086,Other - Public Services,376
West Toronto Rail Path,35000084,Other - Public Services,1
Westgrove Outdoor Pool & AIR,35000085,Other - Public Services,367
West Mall Outdoor Pool,35000082,Other - Public Services,374
West Mall Outdoor Rink,35000083,Other - Public Services,364
West Humber Parkland,35000080,Other - Public Services,368
West Lodge Park,35000081,Other - Public Services,1
Willowdale Park,35000094,Other - Public Services,183
Willowdale Park Tennis,35000095,Other - Public Services,369
Wigmore Park,35000092,Other - Public Services,375
Wilket Creek Park,35000093,Other - Public Services,361
Westwood Park,35000090,Other - Public Services,365
Wexford Park,35000091,Other - Public Services,1
Weston Lions Park,35000088,Other - Public Services,378
Westway Outdoor Rink,35000089,Other - Public Services,366
Wanless Park,35000070,Other - Public Services,373
Water's Edge Promenade,35000071,Other - Public Services,1
Wadsworth Park,35000068,Other - Public Services,220
Walter Saunders Memorial Park,35000069,Other - Public Services,1
Vine Avenue Playground,35000066,Other - Public Services,354
Vradenberg Park,35000067,Other - Public Services,1
Viewmount Park,35000064,Other - Public Services,356
Village of Yorkville Park,35000065,Other - Public Services,58
West Deane Outdoor Rink,35000078,Other - Public Services,225
West Deane Park,35000079,Other - Public Services,1
Wells Hill Park,35000076,Other - Public Services,1
West Deane Outdoor Pool,35000077,Other - Public Services,362
Wellesley Park,35000074,Other - Public Services,372
Wellesworth Park,35000075,Other - Public Services,1
Wedgewood Park Outdoor Pool,35000072,Other - Public Services,379
Wedgewood Park Outdoor Rink,35000073,Other - Public Services,363
Carpark 109,35000118,Parking,35
Carpark 11,35000119,Parking,55700
Carpark 106,35000116,Parking,28152
Carpark 107,35000117,Parking,9384
Carpark 1,35000114,Parking,43000
Carpark 104,35000115,Parking,45
50 Richmond St. E,35000112,Office,13800
838 Broadview Ave (Parking),35000113,Parking,1
Carpark 131,35000126,Parking,28
Carpark 133,35000127,Parking,1642
Carpark 13,35000124,Parking,56304
Carpark 130,35000125,Parking,38
Carpark 116,35000122,Parking,56
Carpark 12,35000123,Parking,41993
Carpark 110,35000120,Parking,8708
Carpark 111,35000121,Parking,79
Woburn Ave Playground,35000102,Other - Public Services,359
Woburn Park,35000103,Other - Public Services,358
Withrow Park,35000100,Other - Public Services,371
Withrow Park Ice Rink,35000101,Other - Public Services,377
Winchester Square Park,35000098,Other - Public Services,1
Wishing Well Park,35000099,Other - Public Services,380
Winchester Field,35000096,Other - Public Services,370
Winchester Park,35000097,Other - Public Services,1
2696 Eglinton Ave W,35000110,Other - Public Services,14790
437 Rogers Rd,35000111,Office,1
Zooview Park,35000108,Other - Public Services,382
21 Connell Crt,35000109,Other - Public Services,19262
York Mills Valley Park,35000106,Other - Public Services,381
Yorkdale Park,35000107,Other - Public Services,1
